length,radius
1.0,-788.5830965
1.0,-788.5830965
1.0,-788.5830965
1.0,-788.5830965
1.0,-788.5830965
1.0,-788.5830965
1.0,-788.5830965
1.0,-788.5830965
1.0,-788.5830965
1.0,-788.5830965
1.0,-788.5830965
1.0,-788.5830965
1.0,-788.5830965
1.0,-788.5830965
1.0,-788.5830965
1.0,-788.5830965
1.0,-788.5830965
1.0,-788.5830965
1.0,-788.5830965
1.0,-788.5830965
1.0,-788.5830965
1.0,-788.5830965
